id,to_Text_id,Line_Position,Tsez_Line,English_Translation,Russian_Translation
143,3,97,"“Ža där riys hunix kut’yoƛ’aza puƛ’aza nucoƛ’osi t’ut’ bik’ix zawruƛ’azaƛin”.","This I know because there flew a bee on the right side of the way.","об этом узнал из-за того, что по дороге с правой стороны летала пчела."
144,3,98,"Ža łˤoran esnazas esixosi šebin łiynosi, xanä diwanno beč’no ħumukulis bet’erhan eɣurno.","After the three brothers finished telling the things, the king made the judgement that the camel's owner lost.","Когда эти трое братьев закончили рассказать, царь внес решение и тут проиграл хозяин верблюда."
145,3,99,"Howži xan yiziz daʕbaƛ’or utiłno.","Now the king could return to their dispute.","Теперь царь приступил к разбору их спора."
146,3,100,"Esnaza nesiq žeda žedus murad esinosi, xanä žeduq sis imadu esin:","After the brothers told him their wish, the king told them a fairy tale.","Когда братья рассказали ему о своей цели, царь поведал им одну сказку."
147,3,101,"“Sis zown c’aq’tow sider sis betäsi užin kidno.","Once there was a boy and a girl who loved each other very much.","Были одна влюбленная пара, парень и девушка."
148,3,102,"Sida quł kidbä nesi žaqor eƛin:","One day the girl said to the boy:","Однажды девушка этому парню сказала, (что)"
149,3,103,"""Eni-babiya debex yegirinč’ey, łaxgon yoqłin di yegirnäy, nesiq reƛ’a ritira regirinč’ey sosi dowder näx debeq meč’o bic’reraƛin"".","'If my parents won't let me be with you and let me be with someone else, I will not let my hand touch him before I can come to you so that you can embrace me'","если родители, не выдав за тебя, отдадут меня за любого другого, то, не пустив его прикасаться рукой, я приду к тебе, что дать тебе (возможность) обнимать меня."
150,3,104,"Xizyogon žoyä eƛin kidbeqor:","Then the boy said to the girl:","Потом этот парень сказал девушке,"
151,3,105,"""Mi yowan yoqinč’ey q’ˤuya ɣˤanabi yowłiri, sosi din ałni debeq bic’reran, nełaq bic’erzaƛ’orƛin"".","'If it happens that I have to marry another woman, I will also first come to you to embrace you, before I embrace her.'","если вдруг я не смогу тебя взять и буду жениться на другой, то я тоже сперва тебе дам (возможность) обнимать."
152,3,106,"Howža xabarno boqno, boƛƛo baq’ˤu zaman bik’izaƛ’ortow, yedu kid q’ˤuyazix yegirno.","Not much later after this conversation, that girl was given to someone else.","После этого разговора не прошло много времени эту девушку выдали за другого."
153,3,107,"Neła quł neširu xedyoq neła harizi royn:","That night she begged her husband:","В тот вечер она попросила мужа,"
154,3,108,"""Behizi roqnäy, däq baša atinƛin di debeq harizi royx.","'If it's possible, don't touch me!","если можно, я прошу тебя, не трогай меня."
155,3,109,"Deyn sida där etix zawruni žasno q’ut’i boqäsi yoł:","The agreement I have with the boy I was in love with, is:","У меня с одним любимым парнем был договор,"
156,3,110,"Nagaħ sidxor sis baynč’inäy, sosi sida sidqo reƛ’a ritirera yoł, q’ˤuyziq ritira regirinč’eyƛin"".","When we suddenly won't come together, at first we will touch each other, before touching anyone else.'","если вдруг мы не сможем жениться, то впервые дадим трогать рукой друг другу, нежели чем дать прикасаться другому."
157,3,111,"Nesi žader yik’anir xedya nełar izmu teƛno.","The husband gave her the permission to go to this boy.","Муж разрешил ей пойти к этому парню."
158,3,112,"Ža nesi žadäɣorƛin yik’iƛ’oräy, nełał hunix, oc’ira ƛˤeba adäztow nełqor roƛ’i boqno zawru, k’ačaɣˤ c’oxno.","While going to this boy, she met a bandit on her way, who ten years before fell in love with her.","И когда она шла к этому парню, по пути она встречает одного бандита, который был в нее влюблен еще десять лет тому назад."
159,3,113,"Nesä nełqor eƛin:","He said to her:","Он ей сказал, (что)"
160,3,114,"""Yaqˤułenč’e mi däder dandixno, narčey mi däqay yok’äłƛin?"".","'Today you came to me, where will you escape from me to?'.","сегодня же мы уединились, куда же теперь ты от меня денешься."
161,3,115,"Nesä k’oƛin yiqirnosi, nełä harizi royn nesiq:","After he seized her, she begged him:","Когда он ее схватил, она умоляла его, (что)"
162,3,116,"""Deyn hemesi pulanaw etixozosno q’ut’i boqäsi zowsƛin:","'I have a lover's agreement, which went like this:","у меня с этим парнем был договор,"
163,3,117,"Nesiq reƛ’a ritirerzaƛ’or łaqnokin ritirerač’inƛin.","Before he touches me, no one else may touch me.","пока он не будет трогать меня рукой, никому не давать прикасаться."
164,3,118,"Xediyan di neła bayru q’ut’imoxor izmun neƛno nesi žadaɣor yegirsiƛin.","And my husband let me go to this boy and also gave her the permission to have a (marriage) contract.","Поэтому муж тоже разрешил мне пойти к этому парню."
165,3,119,"Debeqno hemedurtow harizi royx di nesidäɣor yegirno xecƛin!""","So I also ask you, please let me go to him!'","Тебя тоже я также прошу, не мешай мне к нему."
166,3,120,"""Xedyo yegäru miƛin, - eƛin nesä, - din yegiranƛin"".","'Your husband let you go,' he said, 'so I will let you, too.'","Он сказал, что, мол, раз тебя муж отпустил, я тоже отпущу."
167,3,121,"Elay ža yoqno etixozoder yik’in.","From there she went to her lover and they came together.","Оттуда она прямо пошла к любимому."
168,3,122,"Nesä nełaq reƛ’an atin, t’ok’ow ƛ’iri šebin anusi, xizo-q’ˤimer xedyodäɣor žan yegirno”.","He touched her, nothing else more, and sent her back to her husband.""","Он просто трогал ее рукой, без лишнего, и отправил обратно к мужу."
169,3,123,"Xizyo xanä žedu esnazaq esirno:","Afterwards the king asked the brothers:","Потом царь у этих братьев спросил,"
170,3,124,"“Mežuz pikruxor, žedu łˤorłäyn tełäy baħarčiłi yołäsi šebi iča ayx:","""In your opinion, who of the three must be the bravest:","кто же, по вашему мнению, мужчина (смелее) среди них:"
