ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Russian_Translation,Part_of_Speech
2-8,dido1241,"Sida quł łäƛ’or gulun bižin xizor yutin yedu yayzaƛ’or, nasin yiłas ɣuro zeyzan, boc’än rac’äsi resun.",sida\tqu-ł\tłi-ƛ’or\tgulu-n\tb-iži-n\txizor\ty-uti-n\tyedu\ty-ay-zaƛ’or\tnasin\tyiła-s\tɣuro\tzey-bi-a-n\tboc’a-a-n\tr-ac’-asi\tr-esu-n,one.OBL\tday-CONT.ESS\twater-SUPER.LAT\thorse-TOP\tIII-lead-PFV.CVB\tback\tII-turn.back-PST.UNW\tDEM2.IISG\tII-come-POST.CVB\tall\tDEM2.IISG.OBL-GEN1\tcows\tbear-PL-ERG-and\twolf.PL-ERG-and\tIV-eat-RES.PRT\tIV-find-PST.UNW,"One day when she came back from leading a horse to a watering place, it turned out that the bears and wolves had eaten up all her cows.",stan1293,,2,"Однажды она отвела коня на водопой, и пока она не вернулась обратно, весь ее скот медведи и волки съели.",num	n4-nsuf	n4-nsuf	n3-suf	pref-v-vsuf	adv	pref-v-vsuf	pron	pref-v-vsuf	adj	pron-nsuf	n4	n3-nsuf-nsuf-suf	n3pl-nsuf-suf	pref-v-vsuf	pref-v-vsuf
2-9,dido1241,"Nediwtow q’ʷariłi bayzaƛ’, dahawtow yuyn ʕiyayn, bisno sis bexora hibon łoxt’a ža bok’xo nasin boc’an, zeybin maħor roxirno.",nediw-tow\tq’ʷariłi\tb-ay-zaƛ’\tdahaw-tow\tyuyn\tʕiyad-n\tb-is-n\tsis\tbexora\thibo-n\tłox-t’a\tža\tb-ok’-x\tnasin\tboc’a-n\tzey-bi-n\tmaħor\tr-oxir-n,such-EMPH\tsadness\tIII-come-CSL.CVB\ta.little-EMPH\tand(?)\tcry-PST.UNW\tI.PL-take-PFV.CVB\tone\tlengthy\tstick-TOP\tthrice-DISTR\tDEM1.SG\tIII-beat-IPFV.CVB\tall\twolf.PL-and\tbear-PL-and\toutside\tIII.PL-chase-PST.UNW,"Because of such a tragedy, she began to cry a little, took a long stick, beated it three times and chased off all the wolves and bears.",stan1293,,2,"После такой трагедии женщина немного заплакала, подобрала одну длиннюю палку и, ударив ее по три раза, всех волков и медведей выдворила на улицу.",pron-suf	n4	pref-v-vsuf	adv-suf	conj	v-vsuf	pref-v-vsuf	num	adj	n3-suf	adv-suf	pron	pref-v-vsuf	adj	n3pl-suf	n3-nsuf-suf	adv	pref-v-vsuf
2-10,dido1241,"Ixdax, isi yecinosi, nasin ciqes, posu yiła maħor regirno.",ixdax\tisi\ty-eci-nosi\tnasin\tciq-s\tposu\tyiła\tmaħor\tr-egir-n,in.spring\tsnow\tII-thaw-ANT.CVB\tall\tforest-GEN1\tcattle\tDEM2.IISG.OBL\toutside\tIV-let-PST.UNW,"In spring, after the snow had thawed, she let all the wild animals out.",stan1293,,2,"Весной, после растаяния снега всех оставшихся диких животных она вывела из дому.",adv	n2	pref-v-vsuf	adj	n4-nsuf	n4	pron	adv	pref-v-vsuf
2-11,dido1241,"Boc’ä ɣuron rac’äsi roqzaƛ’, roda šebinon koƛ’inč’ey, yedu ʕaƛaɣor yik’in.",boc’a-a\tɣuro-n\tr-ac’-asi\tr-oq-zaƛ’\tr-odi-a\tšebinon\tkoƛ’i-č’ey\tyedu\tʕaƛ-aɣor\ty-ik’i-n,wolf.PL-ERG\tcows-TOP\tIV-eat-RES.PRT\tIV-become-CSL.CVB\tIV-do-INF\tsomething\tunderstand.to-NEG.PST.UNW\tDEM2.IISG\tvillage-IN.VERS\tII-go-PST.UNW,"Because the wolves wanted to eat the cows, she didn't know what to do and went into the village.",stan1293,,2,"После того, как волки съели весь домашний скот, не зная что делать, женщина пошла в свое родное село.",n3pl-nsuf	n4-suf	pref-v-vsuf	pref-v-vsuf	pref-v-vsuf	pron	v-vsuf	pron	n3-nsuf	pref-v-vsuf
2-12,dido1241,Elor yiłar ɣudes bełiz čanyaza ɣˤay yayrxo rayx zown.,elo-r\tyiła-r\tɣudes\tbełi-z\tčan-bi-a\tɣˤay\ty-ayr-x\tr-ay-x\tzow-n,there-LAT\tDEM2.IISG.OBL-LAT\tdaily\twild.goat-GEN2\tshe-goat-PL-ERG\tmilk\tII-bring-IPFV.CVB\tIV-come-IPFV.CVB\tbe.NPRS-PST.UNW,The wild goats were daily coming to bring her milk.,stan1293,,2,Дикие козы каждый день туда ей приносили молоко.,adv-nsuf	pron-nsuf	adv	n3-nsuf	n3-nsuf-nsuf	n2	pref-v-vsuf	pref-v-vsuf	v-vsuf
2-13,dido1241,"Sida quł, ɣudod, maħazayzo ɣuɣaymo yedu moƛaxay č’arik’no.",sida\tqu-ł\tɣudod\tmaħor-azay-zo\tɣuɣay-mo\tyedu\tmoƛu-xay\tč’arik’-n,one.OBL\tday-CONT.ESS\tat.midnight\toutside-IN.ABL.DIST-ATTR.OBL\tnoise-ERG\tDEM2.IISG\tsleep-AD.ABL\twake.up-PST.UNW,One day at midnight a noise from far outside woke her up from her sleep.,stan1293,,2,Однажды вполночь ее разбудил уличный шум.,num	n4-nsuf	adv	adv-nsuf-suf	n-nsuf	pron	n2-nsuf	v-vsuf
2-14,dido1241,"Yizin maħorno yoqno yezunosi, ɣuros reqenno bayrno rayäsi, eƛnoq yiłas posu rac’runi boc’an, zeybin resun.",y-izi-n\tmaħor-n\ty-oq-n\ty-ezu-nosi\tɣuro-s\treqen-n\tb-ayr-n\tr-ay-asi\teƛni-q\tyiła-s\tposu\tr-ac’-ru-ni\tboc’a-n\tzey-bi-n\tr-esu-n,II-get.up-PFV.CVB\toutside-TOP\tII-become-PFV.CVB\tII-look-ANT.CVB\tcows-GEN1\therd-TOP\tIII-bring-PFV.CVB\tIII.PL-come-RES.PRT\twinter-POSS.ESS\tDEM2.IISG.OBL-GEN1\tcattle\tIV-eat-PST.PRT-DEF\twolf.PL-and\tbear-PL-and\tIII.PL-find-PST.UNW,"After she got up, went outside and had a look, the wolves and bears that had eaten her cattle in winter, turned up leading a cow herd.",stan1293,,2,"И когда она вышла во двор, то увидела тех волков и медведей, которые съели весь ее домашний скот. Они пришли с повинной и привели стадо коров.",pref-v-vsuf	adv-suf	pref-v-vsuf	pref-v-vsuf	n4-nsuf	n3-suf	pref-v-vsuf	pref-v-vsuf	n2-nsuf	pron-nsuf	n4	pref-v-vsuf-suf	n3pl-suf	n3-nsuf-suf	pref-v-vsuf
2-15,dido1241,"Ɣˤanazader ɣuron regirno, eluq ħalikataw šebin deber roqsiƛin ƛ’iräy žan yoɣno, nełar q’omexno bodin, roqno žeda žedaz q’aymozaƛ’ar ciqaɣor rik’in.",ɣˤanabi-der\tɣuro-n\tr-egir-n\telu-q\tħalikataw\tšebin\tmi-r\tr-oq-s-ƛin\tƛ’iräy\tža-n\ty-oɣ-n\tneła-r\tq’omex-n\tb-odi-n\tr-oq-n\tžedu-a\tžeda-az\tq’aymobi-ƛ’ar\tciq-aɣor\tr-ik’i-n,woman-APUD.LAT\tcows-TOP\tIV-send-PST.UNW\twe(I).OBL-POSS.ESS\tmean\tthing\tyou-LAT\tIV-happen-PST.WIT-QUOT\tfrom.above\tDEM1.SG-TOP\tII-take.away-PST.UNW\tDEM1.IISG.OBL-LAT\tfarewell-TOP\tIII-do-PST.UNW\tIV-begin-PST.UNW\tDEM1.IIPL.OBL-ERG\tDEM1.IIPL.OBL-IN.ESS.DIST\tsettlement-SUPER.VERS\tforest-IN.VERS\tIV-go-PST.UNW,"The cows were sent to the woman, ""We've done something mean to you"", they said; they apologized to her, said farewell to her and began to go towards the forest over their own settlement.",stan1293,,2,"оставили их женщине, просили у нее прщения, что они плохо поступили по отношению к ней и, попрощавшись, ушли в лес, в свои стойбища.",n2-nsuf	n4-suf	pref-v-vsuf	pron-nsuf	adj	n4	pron-nsuf	pref-v-vsuf-suf	adv	pron-suf	pref-v-vsuf	pron-nsuf	n3-suf	pref-v-vsuf	pref-v-vsuf	pron-nsuf	pron-nsuf	n3pl-nsuf	n4-nsuf	pref-v-vsuf
2-16,dido1241,"Nełƛ’ay soder yiłade idu yig, ʕaƛoz xalq’imor teƛanircennan yaq’ˤu ɣˤay yičix zown.",neła-ƛ’ay\tsoder\tyiła-de\tidu\ty-ig\tʕaƛ-z\txalq’i-r\tteƛ-ani-r-ace-n-nan\ty-aq’ˤu\tɣˤay\ty-iči-x\tzow-n,DEM1.IISG.OBL-SUPER.ABL\tafter\tDEM2.IISG.OBL-APUD.ESS\thome\tII-much\tvillage-GEN2\tpeople-LAT\tgive-MSD-LAT-TERM-TOP-INT\tII-many\tmilk\tII-be-IPFV.CVB\tbe.NPRS-PST.UNW,"After that, she had so much milk at home that she could give it away to the villagers.",stan1293,,2,"С тех пор у нее дома было столько много молока, что она могла дать его другим жителям села.",pron-nsuf	post	pron-nsuf	adv	pref-adv	n3-nsuf	n3-nsuf	v-deriv-nsuf-nsuf-suf-suf	pref-adv	n2	pref-v-vsuf	v-vsuf
2-17,dido1241,"T’ok’ow yedu qunyoxar yik’inč’eytow, paraxat yoqno ʕaƛox yičin.",t’ok’ow\tyedu\tqun-xar\ty-ik’i-č’ey-tow\tparaxat\ty-oq-n\tʕaƛ-x\ty-iči-n,anymore\tDEM2.IISG\tfarmstead-AD.VERS\tII-go-NEG.PST.UNW-EMPH\tcalm\tII-become-PFV.CVB\tvillage-AD.ESS\tII-be-PST.UNW,"She didn't go to the farmstead anymore, and found peace near the village.",stan1293,,2,Она больше не пошла на хутор и безмятежно жила в селе.,adv	pron	n4-nsuf	pref-v-vsuf-suf	adv	pref-v-vsuf	n3-nsuf	pref-v-vsuf
3-1,dido1241,Sis zown xan.,sis\tzow-n\txan,one\tbe.NPRS-PST.UNW\tkhan,There was a king.,stan1293,,3,Был один царь.,num	v-vsuf	n1
3-2,dido1241,Nesis zown łˤono uži.,nesi-s\tzow-n\tłˤono\tuži,DEM1.ISG.OBL-GEN1\tbe.NPRS-PST.UNW\tthree\tson,He had 3 sons.,stan1293,,3,У него было трое сыновей,pron-nsuf	v-vsuf	num	n1
3-3,dido1241,"Boƛƛo sis zaman bik’inosi, xan roƛa utirno.",b-oƛƛo\tsis\tzaman\tb-ik’i-nosi\txan\tr-oƛ-a\tutir-n,III-middle\tone\ttime\tIII-go-ANT.CVB\tkhan\tIV-be.sick-INF\tturn-PST.UNW,"After a while, the king became sick.",stan1293,,3,Прошло немного времени и царь начал болеть.,pref-adv	num	n3	pref-v-vsuf	n1	pref-v-vsuf	v-vsuf
3-4,dido1241,Nesä žazar wasiyat bodin:,nesi-a\tuži-bi-r\twasiyat\tb-odi-n,DEM1.ISG.OBL-ERG\tson-PL-LAT\tlegacy\tIII-do-PST.UNW,He left his sons his last will:,stan1293,,3,"Он детям завещание оставил,",pron-nsuf	n1-nsuf-nsuf	n3	pref-v-vsuf
3-5,dido1241,"“Dey xexbi, di exun xizyo t’ubazi odin łiynosi, meži łˤonon esnabi bitazoni ɣˤutkar bezu, elo mežur ʕuraw mesed yołƛin”.",di-s\txexbi\tdi\texu-n\txizyo\tt’ubazi\todi-n\tłiy-nosi\tmeži\tłˤono-n\tesyu-bi\tbitasi-ni\tɣˤutku-ar\tb-ezu-u\telo\tmežu-r\tʕuraw\tmesed\tyoł-ƛin,me-GEN1\tchildren\tme\tdie-PFV.CVB\tafter\tfulfill\tdo-PST.UNW\tend-ANT.CVB\tyou.PL\tthree-TOP\tbrother-PL\tnext-DEF\troom-IN.LAT\tI.PL-look-IMPR\tthere\tyou(I).PL.OBL-LAT\tmuch\tgold\tbe-QUOT,"""My children, when I have died and the funeral is done, you three brothers look into the next room, there is much gold for you.""",stan1293,,3,"мои дети, после моей смерти и выполнения всех необходимых похоронных процедур, вы, трое братьев, посмотрите в другую комнату, там вы найдете достаточно для себя золота.",pron-nsuf	n1pl	pron	v-vsuf	adv	comp	v-vsuf	v-vsuf	pron	num-suf	n1-nsuf	adj-suf	n4-nsuf	pref-v-vsuf	adv	pron-nsuf	adv	n3	v-suf
3-6,dido1241,Nełƛ’osi kʷaxatow xan exun.,nełƛ’osi\tkʷaxa-tow\txan\texu-n,of.that.time\tquickly-EMPH\tkhan\tdie-PST.UNW,"The king died very soon, then.",stan1293,,3,"После этого, в скором времени царь умер.",adj	adv-suf	n1	v-vsuf
3-7,dido1241,"Šuši-t’uħin t’ubazi odin łiynosi, nesis užibi bik’in, babiya bayru wasiyatyoƛ’ req’un, babiws irsi žeda žeduƛ biƛ’zi boda.",šuši-t’uħi-n\tt’ubazi\todi-n\tłiy-nosi\tnesi-s\tuži-bi\tb-ik’i-n\tbabiw-a\tb-odi-ru\twasiyat-ƛ’\treq’un\tbabiw-s\tirsi\tžedu-a\tžedu-ƛ\tbiƛ’zi\tb-odi-a,bury-PFV.CVB\tfulfill\tdo-PFV.CVB\tend-ANT.CVB\tDEM1.ISG.OBL-GEN1\tson-PL\tI.PL-go-PFV.CVB\tfather-ERG\tI.PL-do-PST.PRT\tlegacy-SUPER.ESS\tin.accordance.with\tfather-GEN1\their\tDEM1.IPL.OBL-ERG\tDEM1.IPL.OBL-SUB.ESS\tshare\tI.PL-do-INF,"After he had been buried and the funeral was done, his sons went away to share their father's heir among themselves in accordance with the legacy.",stan1293,,3,"После похорон его сыновья, согласно завещанию отца, пошли разделить между собой наследство.",v-vsuf	comp	v-vsuf	v-vsuf	pron-nsuf	n1-nsuf	pref-v-vsuf	n1-nsuf	pref-v-vsuf	n3-nsuf	adv	n1-nsuf	n3	pron-nsuf	pron-nsuf	comp	pref-v-vsuf
3-8,dido1241,"Bitazoni ɣˤutkarno bik’in bezunosi, elo yizir mesedyos q’ˤano saħ besun.",bitasi-ni\tɣˤutku-ar-n\tb-ik’i-n\tb-ezu-nosi\telo\tyizi-r\tmesed-s\tq’ˤano\tsaħ\tb-esu-n,next-DEF\troom-IN.LAT-TOP\tI.PL-go-PFV.CVB\tI.PL-look-ANT.CVB\tthere\tDEM2.IPL.OBL-LAT\tgold-GEN1\ttwo\tsah\tIII-find-PST.UNW,"After they went to look into the next room, they found 2 Sah (5 kg) of gold there.",stan1293,,3,"Когда посмотрели в другую комнату, там они нашли два саха (цезская мерка) золота.",adj-suf	n4-nsuf-suf	pref-v-vsuf	pref-v-vsuf	adv	pron-nsuf	n3-nsuf	num	n4	pref-v-vsuf
3-9,dido1241,Eženi esiya beɣet’ani esnazaqor eƛin:,eže-ni\tesyu-a\tb-eɣe-t’a-ni\tesyu-bi-qor\teƛi-n,old-DEF\tbrother-ERG\tI.PL-young-DISTR-DEF\tbrother-PL-POSS.LAT\tsay-PST.UNW,The eldest brother said to his younger brothers:,stan1293,,3,"Старший брат младшим братьям сказал,",adj-suf	n1-nsuf	pref-adj-suf-suf	n1-nsuf-nsuf	v-vsuf
3-10,dido1241,"“Dey esnabi, babiya badiru wasiyatyoƛ’ req’un t’o mesedyos łˤono saħ biča bay, amma t’o q’ˤano taraw saħ anu.",di-s\tesyu-bi\tbabiw-a\tb-adiru\twasiyat-ƛ’\treq’un\tt’o\tmesed-s\tłˤono\tsaħ\tb-iči-a\tb-ay\tamma\tt’o\tq’ˤano\ttaraw\tsaħ\tanu,me-GEN1\tbrother-PL\tfather-ERG\tIII-fulfilled\tlegacy-SUPER.ESS\tin.accordance.with\there\tgold-GEN1\tthree\tsah\tI.PL-be-INF\tIII-must\tbut\there\ttwo\texcept.for\tsah\tbe.NEG,"""My brothers, according to father's fulfilled legacy, 3 Sah of gold must be here, but here is nothing more than 2 Sah.",stan1293,,3,"мои братья, согласно завещанию отца, здесь должно быть три саха (мерка) золота, но здесь кроме двух саха нет,",pron-nsuf	n1-nsuf	n1-nsuf	pref-adj	n3-nsuf	adv	adv	n3-nsuf	num	n4	pref-v-vsuf	pref-v	conj	adv	num	post	n4	v
3-11,dido1241,"Sideni saħ ługon boqłin elułäy, sidä bisäsi biča bayxƛin”.",sideni\tsaħ\tługon\tb-oq-łin\telu-łay\tsida-a\tb-is-asi\tb-iči-a\tb-ay-x-ƛin,other\tsah\tsomeone\tIII-happen-CNC.CVB\twe(I).OBL-CONT.ABL\tone.OBL-IN.ESS\tI.PL-take-RES.PRT\tI.PL-be-INF\tIII-must-PRS-QUOT,"It must be the case that someone of us has taken the other Sah.""",stan1293,,3,"другой сах, должно быть, кто-нибудь из нас взял.",adj	n4	pron	pref-v-vsuf	pron-nsuf	num-nsuf	pref-v-vsuf	pref-v-vsuf	pref-v-vsuf-suf
3-12,dido1241,"Oƛƛozoni esiya, di bisäsi anu elay mesedƛin, inkar boyn, hemedurtow eɣenän, xizyogon eženi esiyan ot’ bisno.",oƛƛo-zo-ni\tesyu-a\tdi\tb-is-asi\tanu\tele-ay\tmesed-ƛin\tinkar\tb-odi-n\themedur-tow\teɣe-ni-a-n\txizyogon\teže-ni\tesyu-a-n\tot’\tb-is-n,middle-ATTR.OBL-DEF\tbrother-ERG\tme\tIII-take-RES.PRT\tbe.NEG\there-IN.ABL\tgold-QUOT\trejection\tIII-do-PST.UNW\tso-EMPH\tyoung-DEF-ERG-TOP\tthen\told-DEF\tbrother-ERG-TOP\trejection\tIII-take-PST.UNW,"The middle brother rejected this, saying that he were not the one who took the gold, and so did the younger brother; after that also the eldest brother rejected it.",stan1293,,3,"Средний брат сказал, что я не взял оттуда золото, также младший, затем и старший.",adv-suf-suf	n1-nsuf	pron	pref-v-vsuf	v	adv-nsuf	n3-suf	n3	pref-v-vsuf	adv-suf	adj-suf-nsuf-suf	adv	adj-suf	n1-nsuf-suf	n3	pref-v-vsuf
3-13,dido1241,"“Nedur resunäyƛin, - eƛin eženi esiya, - eli łˤonon xander bik’a bay - ele howlo räy łu mesed bäsrułiƛin”.",nedur\tr-esu-näy-ƛin\t-\teƛi-n\teže-ni\tesyu-a\t-\teli\tłˤono-n\txan-der\tb-ik’i-a\tb-ay\t-\tele\thowlo\tr-äy\tłu\tmesed\tb-is-rułi-ƛin,so\tIV-turn.up-CNDCVB-QUOT\t-\tsay-PSTUNW\told-DEF\tbrother-ERG\t-\twe\tthree-and\tkhan-APUD.LAT\tI.PL-go-INF\tI.PL-must\t-\tthere\tthere\tIV-know.FUTIND\twho.ERG\tgold\tIII-take-MSD-QUOT,"""If it turns out this way,"" said the eldest brother, ""we three must go to the king -- there it will be known who has taken the gold.""",stan1293,,3,"Если так, сказал старший брат, мы в втроем должны пойти к царю - вот там будет известно, кто взял золото.",adv	pref-v-vsuf-suf	-	v-vsuf	adj-suf	n1-nsuf	-	pron	num-nsuf	n1-nsuf	pref-v-vsuf	pref-v	-	adv	adv	pref-v	pron	n3	pref-v-deriv-suf
3-14,dido1241,Neła quł sasaqtow łˤonon esnabi q’ˤač’azin boqno xander bik’in.,neła-a\tqu-ł\tsasaq-tow\tłˤono-n\tesyu-bi\tq’ˤač’azi-n\tb-oq-n\txan-der\tb-ik’i-n,DEM1.IISG.OBL-ERG\tday-CONT.ESS\tin.the.morning-EMPH\tthree-and\tbrother-PL\tdress.up-and\tIII-become-PFV.CVB\tkhan-APUD.LAT\tIII-go-PST.UNW,"On that day in the morning, the three brothers dressed up and went to the king.",stan1293,,3,"На следующий же день, утром, трое братьев подготовившись, пошли к царю.",pron-nsuf	n4-nsuf	adv-suf	num-suf	n1-nsuf	comp-suf	pref-v-vsuf	n1-nsuf	pref-v-vsuf
3-15,dido1241,"Hunix bik’iƛ’orey, žedur ħumukulis ruɣu resun.",huni-x\tb-ik’i-ƛ’oräy\tžedu-r\tħumukuli-s\truɣu\tr-esu-n,way-AD.ESS\tI.PL-go-SIM.CVB\tDEM1.IPL.OBL-LAT\tcamel-GEN1\tprints\tIV-find-PST.UNW,"While being on their way, they found the hoofprints of a camel.",stan1293,,3,"Идя по дороге, они нашли след верблюда.",n4-nsuf	pref-v-vsuf	pron-nsuf	n3-nsuf	n4	pref-v-vsuf
3-16,dido1241,Eženi esiya beɣet’ani esnazaqor eƛin:,eže-ni\tesyu-a\tb-eɣe-t’a-ni\tesyu-bi-qor\teƛi-n,old-DEF\tbrother-ERG\tI.PL-young-DISTR-DEF\tbrother-PL-POSS.LAT\tsay-PST.UNW,The eldest brother said to his younger brothers:,stan1293,,3,"Старший брат младшим братьям сказал,",adj-suf	n1-nsuf	pref-adj-suf-suf	n1-nsuf-nsuf	v-vsuf
3-17,dido1241,“Howt’aza bitor didiw ħumukuli bäk’iru di biyran mežur retinäy:,howt’a-aza\tbitor\tdidiw\tħumukuli\tb-ik’i-ru\tdi\tb-iyr-an\tmežu-r\tr-eti-näy,there-IN.VERS.DIST\tthither\twhich\tcamel\tIII-go-PST.PRT\tme\tIII-recognize-FUT.DEF\tyou(I).PL.OBL-LAT\tIV-want-CND.CVB,"If you want, I will find out for you what camel went from there.",stan1293,,3,"если хотите, я узнаю, какой верблюд отсюда пошел:",pron-nsuf	adv	pron	n3	pref-v-vsuf	pron	pref-v-vsuf	pron-nsuf	pref-v-vsuf
3-18,dido1241,Kut’yoƛ’asi nełas k’onč’u šiqˤono yołƛin”.,kut’yoƛ’asi\tneła-s\tk’onč’u\tšiqˤono\tyoł-ƛin,right\tDEM1.IISG.OBL-GEN1\tfoot\tlame\tbe-QUOT,Its right foot is lame.,stan1293,,3,его правая нога была хромая.,adj	pron-nsuf	n2	adj	v-suf
3-19,dido1241,"“Ža nediw yałru mi biyrzaƛ’ƛin, - eƛin oƛƛozoni esiya,       - ozurabi didiw yałrugon din riyran.",ža\tnediw\tyoł-ru\tmi\tb-iyr-zaƛ’-ƛin\t-\teƛi-n\toƛƛo-zo-ni\tesyu-a   -\tozuri-bi\tdidiw\tyoł-ru-gon\tdi-n\tr-iyr-an,DEM1.SG\tsuch\tbe-PST.PRT\tyou\tIII-explain-CSL.CVB-QUOT\t-\tsay-PST.UNW\tmiddle-ATTR.OBL-DEF\tbrother-ERG -\teye-PL\twhich\tbe-PST.PRT-CNTR\tme-TOP\tIV-explain-FUT.DEF,"""After you explained that it is this way"", said the middle brother, ""I will explain, how the eyes are.",stan1293,,3,"Раз ты узнал, что он такой, сказал средний брат, я узнаю какого цвета у него глаза:",pron	pron	v-vsuf	pron	pref-v-vsuf-suf	-	v-vsuf	adv-suf-suf	n1-nsuf-	n4-nsuf	pron	v-vsuf-suf	pron-suf	pref-v-vsuf
3-20,dido1241,Nełas keč’oƛ’asi ozuri becono yołƛin”.,neła-s\tkeč’oƛ’asi\tozuri\tbecono\tyoł-ƛin,DEM1.IISG.OBL-GEN1\tleft\teye\tblind\tbe-QUOT,"Its left eye is blind.""",stan1293,,3,его левый глаз есть слепой.,pron-nsuf	adj	n4	adj	v-suf
3-21,dido1241,Eɣenigon esiya eƛin:,eɣe-ni-gon\tesyu-a\teƛi-n,young-DEF-CNTR\tbrother-ERG\tsay-PST.UNW,The youngest brother said:,stan1293,,3,"А младший брат сказал,",adj-suf-suf	n1-nsuf	v-vsuf
3-22,dido1241,“Nełaz gugyoƛ’ zawrunigon šebin din riyranƛin:,neła-z\tgugu-ƛ’\tzow-ru-ni-gon\tšebin\tdi-n\tr-iyr-an-ƛin,DEM1.IISG.OBL-GEN2\tback-SUPER.ESS\tbe.NPRS-PST.PRT-DEF-CNTR\tthing\tme-TOP\tIV-explain-FUT.DEF-QUOT,And I will explain what was on its back:,stan1293,,3,"я  тоже узнаю то, что было у него на спине:",pron-nsuf	n2-nsuf	v-vsuf-suf-suf	n4	pron-suf	pref-v-vsuf-suf
3-23,dido1241,Kut’yoƛ’aza puƛ’aza nełaƛ’ nucos sik zown”.,kut’yo-ƛ’aza\tpu-ƛ’aza\tneła-ƛ’\tnuci-s\tsik\tzow-n,right.side-SUPER.VERS.DIST\tside-SUPER.VERS.DIST\tDEM1.IISG.OBL-SUPER.ESS\thoney-GEN1\twaterskin\tbe.NPRS-PST.UNW,On its right side there was a waterskin with honey.,stan1293,,3,с правой стороны не нем был бурдюк с медом.,n-nsuf	n3-nsuf	pron-nsuf	n4-nsuf	n4	v-vsuf
3-24,dido1241,"Howža xabarno boyn, boƛƛo baq’ˤu zaman bik’izaƛ’ortow, yizir taqˤo iłe dandir nexxo žek’u ukayn.",howža\txabar-n\tb-odi-n\tb-oƛƛo\tb-aq’ˤu\tzaman\tb-ik’i-zaƛ’or-tow\tyizi-r\ttaqˤo\tiłe\tdandir\tnex-x\tžek’u\tukad-n,DEM4.SG\tstory-TOP\tIII-do-PFV.CVB\tIII-middle\tIII-much\ttime\tIII-go-POST.CVB-EMPH\tDEM2.IPL.OBL-LAT\tover.there\tas\ttowards\tcome-IPFV.CVB\tman\tsee-PST.UNW,"Not much later after that conversation, they saw a man coming towards them.",stan1293,,3,"После этого разговора не прошло много времени, они вдали увидели человека, идущего им навстречу.",pron	n3-suf	pref-v-vsuf	pref-adv	pref-adv	n3	pref-v-vsuf-suf	pron-nsuf	adv	conj	adv	v-vsuf	n1	v-vsuf
3-25,dido1241,"Žedude igor aynosi, salamno teƛno, nesä žeduq esirno:",žedu-de\tigo-r\tay-nosi\tsalam-n\tteƛ-n\tnesi-a\tžedu-q\tesir-n,DEM1.IPL.OBL-APUD.ESS\tnear-LAT\tcome-ANT.CVB\tgreeting-and\tgive-PFV.CVB\tDEM1.ISG.OBL-ERG\tDEM1.IPL.OBL-POSS.ESS\task-PST.UNW,"After he came closer to them, he said hello and asked them:",stan1293,,3,"Подойдя ближе к ним, он поздоровался и спросил у них,",pron-nsuf	adv-nsuf	v-vsuf	n3-suf	v-vsuf	pron-nsuf	pron-nsuf	v-vsuf
3-26,dido1241,“Howt’o hunäza bik’ixnan mežuł ħumukuli c’oxiyäƛin?”,howt’o\thuni-aza\tb-ik’i-x-nan\tmežu-ł\tħumukuli\tc’ox-ya-ƛin,here\tway-IN.VERS.DIST\tIII-go-IPFV.CVB-INT\tyou(I).PL.OBL-CONT.ESS\tcamel\tmeet-PST.WIT.Q-QUOT,"""Did you meet a camel, while you were going along this way?""",stan1293,,3,"вы не встретили вдруг верблюда, идущего по этой дороге.",adv	n4-nsuf	pref-v-vsuf-suf	pron-nsuf	n3	v-vsuf-suf
3-27,dido1241,Eženi esiya nesiqor eƛin:,eže-ni\tesyu-a\tnesi-qor\teƛi-n,old-DEF\tbrother-ERG\tDEM1.ISG.OBL-POSS.LAT\tsay-PST.UNW,The eldest brother said to him:,stan1293,,3,"Старший брат ответил ему,",adj-suf	n1-nsuf	pron-nsuf	v-vsuf
